,MW
GLCNt2rpp_reverse_num1,45.9666
GLCNt2rpp_reverse_num2,47.1379
GLCNt2rpp_reverse_num3,46.4159
GLCNt2rpp_reverse_num4,46.0413
GLCRt2rpp_reverse_num1,49.0092
GLCRt2rpp_reverse_num2,49.1421
GLCURt2rpp_reverse_num1,33.6693
GLCURt2rpp_reverse_num2,46.8923
XTSNtex_reverse_num1,41.2198
XTSNtex_reverse_num2,116.766
XTSNtex_reverse_num3,117.9999
XTSNtex_reverse_num4,121.1044
GLUDy_reverse_num1,291.4882
GLUDy_reverse_num2,861.249
UREAtpp_reverse,119.12
PPPNt2rpp_reverse,41.5927
PTRCORNt7pp_reverse,46.4949
HG2tex_reverse_num1,41.2198
HG2tex_reverse_num2,116.766
HG2tex_reverse_num3,117.9999
HG2tex_reverse_num4,121.1044
DADNtex_reverse,33.589
DHAtex_reverse_num1,41.2198
DHAtex_reverse_num2,116.766
DHAtex_reverse_num3,117.9999
DHAtex_reverse_num4,121.1044
ETOHtex_reverse_num1,41.2198
ETOHtex_reverse_num2,116.766
ETOHtex_reverse_num3,117.9999
ETOHtex_reverse_num4,121.1044
HACD3_reverse_num1,159.1878
HACD3_reverse_num2,77.0722
ACACtex_reverse_num1,41.2198
ACACtex_reverse_num2,116.766
ACACtex_reverse_num3,117.9999
ACACtex_reverse_num4,121.1044
ACNAMtex_reverse_num1,117.9999
ACNAMtex_reverse_num2,27.888
ACNAMtex_reverse_num3,121.1044
H2Stex_reverse_num1,116.766
H2Stex_reverse_num2,41.2198
H2Stex_reverse_num3,121.1044
H2Stex_reverse_num4,117.9999
E4PD_reverse_num1,149.1976
E4PD_reverse_num2,142.13
DADK_reverse,23.586
4PEPTtex_reverse_num1,41.2198
4PEPTtex_reverse_num2,116.766
4PEPTtex_reverse_num3,117.9999
4PEPTtex_reverse_num4,121.1044
CRNCAR_reverse,28.1902
GLYCLTt2rpp_reverse_num1,59.1682
GLYCLTt2rpp_reverse_num2,58.9202
HPPPNt2rpp_reverse,41.5508
DHFR_reverse_num1,26.3483
DHFR_reverse_num2,17.9994
TYRTA_reverse_num1,87.1467
TYRTA_reverse_num2,87.0756
TYRTA_reverse_num3,204.5619
PUNP4_reverse_num1,179.0077
PUNP4_reverse_num2,155.6995
AMAOTr_reverse,94.6712
ARGORNt7pp_reverse,49.5015
CU2tex_reverse_num1,116.766
CU2tex_reverse_num2,41.2198
CU2tex_reverse_num3,121.1044
CU2tex_reverse_num4,117.9999
GLCATr_reverse,60.288
ALAALAr_reverse_num1,39.3158
ALAALAr_reverse_num2,65.6794
CLtex_reverse_num1,41.2198
CLtex_reverse_num2,116.766
CLtex_reverse_num3,117.9999
CLtex_reverse_num4,121.1044
ACACT1r_reverse_num1,46.5305
ACACT1r_reverse_num2,161.4099
ACACT1r_reverse_num3,81.7524
SUCOAS_reverse,142.3403
GALKr_reverse,41.4421
YUMPS_reverse,98.7297
ADSL1r_reverse,206.1712
AICART_reverse,57.3292
PROtex_reverse_num1,116.766
PROtex_reverse_num2,41.2198
PROtex_reverse_num3,121.1044
PROtex_reverse_num4,117.9999
SBTtex_reverse_num1,41.2198
SBTtex_reverse_num2,116.766
SBTtex_reverse_num3,117.9999
SBTtex_reverse_num4,121.1044
PGM_reverse_num1,57.1128
PGM_reverse_num2,56.1939
TPI_reverse,53.9436
RPI_reverse_num1,45.7208
RPI_reverse_num2,32.1466
PERD_reverse,82.7353
AKGtex_reverse_num1,41.2198
AKGtex_reverse_num2,116.766
AKGtex_reverse_num3,117.9999
AKGtex_reverse_num4,121.1044
ALLTNtex_reverse_num1,41.2198
ALLTNtex_reverse_num2,116.766
ALLTNtex_reverse_num3,117.9999
ALLTNtex_reverse_num4,121.1044
ASNtex_reverse_num1,41.2198
ASNtex_reverse_num2,116.766
ASNtex_reverse_num3,117.9999
ASNtex_reverse_num4,121.1044
ATHRDHr_reverse,108.9957
LSERDHr_reverse,108.9957
DSERDHr_reverse,108.9957
TYMtex_reverse_num1,41.2198
TYMtex_reverse_num2,116.766
TYMtex_reverse_num3,117.9999
TYMtex_reverse_num4,121.1044
CMPtex_reverse_num1,41.2198
CMPtex_reverse_num2,116.766
CMPtex_reverse_num3,117.9999
CMPtex_reverse_num4,121.1044
DUMPtex_reverse_num1,41.2198
DUMPtex_reverse_num2,116.766
DUMPtex_reverse_num3,117.9999
DUMPtex_reverse_num4,121.1044
XMPtex_reverse_num1,41.2198
XMPtex_reverse_num2,116.766
XMPtex_reverse_num3,117.9999
XMPtex_reverse_num4,121.1044
3PEPTtex_reverse_num1,41.2198
3PEPTtex_reverse_num2,116.766
3PEPTtex_reverse_num3,117.9999
3PEPTtex_reverse_num4,121.1044
ANHGMtex_reverse_num1,41.2198
ANHGMtex_reverse_num2,116.766
ANHGMtex_reverse_num3,117.9999
ANHGMtex_reverse_num4,121.1044
UDPKAAT_reverse,41.6498
FALDtex_reverse_num1,41.2198
FALDtex_reverse_num2,116.766
FALDtex_reverse_num3,117.9999
FALDtex_reverse_num4,121.1044
MLTP1_reverse,181.0448
CYSDtex_reverse_num1,41.2198
CYSDtex_reverse_num2,116.766
CYSDtex_reverse_num3,117.9999
CYSDtex_reverse_num4,121.1044
G3PItex_reverse_num1,41.2198
G3PItex_reverse_num2,116.766
G3PItex_reverse_num3,117.9999
G3PItex_reverse_num4,121.1044
G3PGtex_reverse_num1,41.2198
G3PGtex_reverse_num2,116.766
G3PGtex_reverse_num3,117.9999
G3PGtex_reverse_num4,121.1044
G3PEtex_reverse_num1,121.1044
G3PEtex_reverse_num2,117.9999
G3PEtex_reverse_num3,41.2198
G3PEtex_reverse_num4,116.766
G3PCtex_reverse_num1,41.2198
G3PCtex_reverse_num2,116.766
G3PCtex_reverse_num3,117.9999
G3PCtex_reverse_num4,121.1044
DAMPtex_reverse_num1,41.2198
DAMPtex_reverse_num2,116.766
DAMPtex_reverse_num3,117.9999
DAMPtex_reverse_num4,121.1044
DCMPtex_reverse_num1,41.2198
DCMPtex_reverse_num2,116.766
DCMPtex_reverse_num3,117.9999
DCMPtex_reverse_num4,121.1044
DGMPtex_reverse_num1,41.2198
DGMPtex_reverse_num2,116.766
DGMPtex_reverse_num3,117.9999
DGMPtex_reverse_num4,121.1044
DTMPtex_reverse_num1,41.2198
DTMPtex_reverse_num2,116.766
DTMPtex_reverse_num3,117.9999
DTMPtex_reverse_num4,121.1044
GMPtex_reverse_num1,117.9999
GMPtex_reverse_num2,121.1044
GMPtex_reverse_num3,116.766
GMPtex_reverse_num4,41.2198
IMPtex_reverse_num1,41.2198
IMPtex_reverse_num2,116.766
IMPtex_reverse_num3,117.9999
IMPtex_reverse_num4,121.1044
UMPtex_reverse_num1,121.1044
UMPtex_reverse_num2,117.9999
UMPtex_reverse_num3,41.2198
UMPtex_reverse_num4,116.766
G1Ptex_reverse_num1,41.2198
G1Ptex_reverse_num2,116.766
G1Ptex_reverse_num3,117.9999
G1Ptex_reverse_num4,121.1044
SKMtex_reverse_num1,41.2198
SKMtex_reverse_num2,116.766
SKMtex_reverse_num3,117.9999
SKMtex_reverse_num4,121.1044
MNtex_reverse_num1,41.2198
MNtex_reverse_num2,116.766
MNtex_reverse_num3,117.9999
MNtex_reverse_num4,121.1044
GAL1Ptex_reverse_num1,41.2198
GAL1Ptex_reverse_num2,116.766
GAL1Ptex_reverse_num3,117.9999
GAL1Ptex_reverse_num4,121.1044
O2Stex_reverse_num1,116.766
O2Stex_reverse_num2,41.2198
O2Stex_reverse_num3,121.1044
O2Stex_reverse_num4,117.9999
HOMtex_reverse_num1,41.2198
HOMtex_reverse_num2,116.766
HOMtex_reverse_num3,117.9999
HOMtex_reverse_num4,121.1044
SO2tex_reverse_num1,41.2198
SO2tex_reverse_num2,116.766
SO2tex_reverse_num3,117.9999
SO2tex_reverse_num4,121.1044
ACSERtex_reverse_num1,116.766
ACSERtex_reverse_num2,41.2198
ACSERtex_reverse_num3,121.1044
ACSERtex_reverse_num4,117.9999
IPDDI_reverse,20.5083
DURADx_reverse,178.7966
ECOAH7_reverse_num1,77.0722
ECOAH7_reverse_num2,159.1878
LDH_D_reverse,146.1392
ALAALAtex_reverse_num1,41.2198
ALAALAtex_reverse_num2,116.766
ALAALAtex_reverse_num3,117.9999
ALAALAtex_reverse_num4,121.1044
T2DECAI_reverse,37.9381
MALtex_reverse_num1,41.2198
MALtex_reverse_num2,116.766
MALtex_reverse_num3,117.9999
MALtex_reverse_num4,121.1044
NO3tex_reverse_num1,117.9999
NO3tex_reverse_num2,41.2198
NO3tex_reverse_num3,116.766
NO3tex_reverse_num4,121.1044
HEXt2rpp_reverse,47.5277
CLPNS180pp_reverse_num1,54.8223
CLPNS180pp_reverse_num2,47.6335
CLPNS181pp_reverse_num1,54.8223
CLPNS181pp_reverse_num2,47.6335
CLPNS120pp_reverse_num1,47.6335
CLPNS120pp_reverse_num2,54.8223
CLPNS160pp_reverse_num1,47.6335
CLPNS160pp_reverse_num2,54.8223
CLPNS161pp_reverse_num1,54.8223
CLPNS161pp_reverse_num2,47.6335
HPYRI_reverse,58.7549
GSNtex_reverse_num1,41.2198
GSNtex_reverse_num2,116.766
GSNtex_reverse_num3,117.9999
GSNtex_reverse_num4,121.1044
FORtex_reverse_num1,41.2198
FORtex_reverse_num2,116.766
FORtex_reverse_num3,117.9999
FORtex_reverse_num4,121.1044
D_LACt2pp_reverse_num1,59.1682
D_LACt2pp_reverse_num2,58.9202
RIBtex_reverse_num1,41.2198
RIBtex_reverse_num2,116.766
RIBtex_reverse_num3,117.9999
RIBtex_reverse_num4,121.1044
THMtex_reverse_num1,41.2198
THMtex_reverse_num2,116.766
THMtex_reverse_num3,117.9999
THMtex_reverse_num4,121.1044
XYLUtex_reverse_num1,41.2198
XYLUtex_reverse_num2,116.766
XYLUtex_reverse_num3,117.9999
XYLUtex_reverse_num4,121.1044
ALLtex_reverse_num1,41.2198
ALLtex_reverse_num2,117.9999
ALLtex_reverse_num3,116.766
ALLtex_reverse_num4,121.1044
34dhpactex_reverse_num1,41.2198
34dhpactex_reverse_num2,116.766
34dhpactex_reverse_num3,117.9999
34dhpactex_reverse_num4,121.1044
23DAPPAtex_reverse_num1,41.2198
23DAPPAtex_reverse_num2,116.766
23DAPPAtex_reverse_num3,117.9999
23DAPPAtex_reverse_num4,121.1044
PHEt2rpp_reverse_num1,50.6773
PHEt2rpp_reverse_num2,49.6901
GUI2_reverse,53.9872
GLCtex_copy2_reverse_num1,116.766
GLCtex_copy2_reverse_num2,117.9999
GLCtex_copy2_reverse_num3,41.2198
GLCtex_copy2_reverse_num4,121.1044
3OAR120_reverse,102.2412
PPALtex_reverse_num1,41.2198
PPALtex_reverse_num2,116.766
PPALtex_reverse_num3,117.9999
PPALtex_reverse_num4,121.1044
CA2tex_reverse_num1,41.2198
CA2tex_reverse_num2,116.766
CA2tex_reverse_num3,117.9999
CA2tex_reverse_num4,121.1044
CUtex_reverse_num1,41.2198
CUtex_reverse_num2,116.766
CUtex_reverse_num3,117.9999
CUtex_reverse_num4,121.1044
12PPDRtex_reverse_num1,41.2198
12PPDRtex_reverse_num2,116.766
12PPDRtex_reverse_num3,117.9999
12PPDRtex_reverse_num4,121.1044
F6Ptex_reverse_num1,41.2198
F6Ptex_reverse_num2,116.766
F6Ptex_reverse_num3,117.9999
F6Ptex_reverse_num4,121.1044
GAMAN6Ptex_reverse_num1,41.2198
GAMAN6Ptex_reverse_num2,116.766
GAMAN6Ptex_reverse_num3,117.9999
GAMAN6Ptex_reverse_num4,121.1044
ACONTb_reverse_num1,186.9962
ACONTb_reverse_num2,195.3544
PROGLYtex_reverse_num1,41.2198
PROGLYtex_reverse_num2,116.766
PROGLYtex_reverse_num3,117.9999
PROGLYtex_reverse_num4,121.1044
MICITDr_reverse,186.9962
ACONTa_reverse_num1,186.9962
ACONTa_reverse_num2,195.3544
3OAR140_reverse,102.2412
3OAR160_reverse,102.2412
CLPNS140pp_reverse_num1,54.8223
CLPNS140pp_reverse_num2,47.6335
CLPNS141pp_reverse_num1,54.8223
CLPNS141pp_reverse_num2,47.6335
CGLYtex_reverse_num1,41.2198
CGLYtex_reverse_num2,116.766
CGLYtex_reverse_num3,117.9999
CGLYtex_reverse_num4,121.1044
3OAR60_reverse,102.2412
3OAR80_reverse,102.2412
GTHOXtex_reverse_num1,41.2198
GTHOXtex_reverse_num2,116.766
GTHOXtex_reverse_num3,117.9999
GTHOXtex_reverse_num4,121.1044
3OAR40_reverse,102.2412
3OAR100_reverse,102.2412
3OAR180_reverse,102.2412
GTHRDtex_reverse_num1,41.2198
GTHRDtex_reverse_num2,116.766
GTHRDtex_reverse_num3,117.9999
GTHRDtex_reverse_num4,121.1044
ACOAD7f_reverse,89.2244
ACOAD8f_reverse,89.2244
ACOAD5f_reverse,89.2244
ACOAD3f_reverse,89.2244
ACOAD2f_reverse,89.2244
ACOAD4f_reverse,89.2244
ACOAD6f_reverse,89.2244
FRULYSE_reverse,249.3506
TUNGStex_reverse_num1,41.2198
TUNGStex_reverse_num2,117.9999
TUNGStex_reverse_num3,121.1044
TUNGStex_reverse_num4,116.766
CAt6pp_reverse,34.7406
5DGLCNt2rpp_reverse,46.0413
GALCTNLtex_reverse_num1,117.9999
GALCTNLtex_reverse_num2,121.1044
GALCTNLtex_reverse_num3,41.2198
GALCTNLtex_reverse_num4,116.766
MALDtex_reverse_num1,116.766
MALDtex_reverse_num2,41.2198
MALDtex_reverse_num3,121.1044
MALDtex_reverse_num4,117.9999
OROTtex_reverse_num1,121.1044
OROTtex_reverse_num2,41.2198
OROTtex_reverse_num3,117.9999
OROTtex_reverse_num4,116.766
5DGLCNtex_reverse_num1,117.9999
5DGLCNtex_reverse_num2,41.2198
5DGLCNtex_reverse_num3,116.766
5DGLCNtex_reverse_num4,121.1044
PPAtex_reverse_num1,117.9999
PPAtex_reverse_num2,116.766
PPAtex_reverse_num3,41.2198
PPAtex_reverse_num4,121.1044
PSCLYStex_reverse_num1,41.2198
PSCLYStex_reverse_num2,117.9999
PSCLYStex_reverse_num3,121.1044
PSCLYStex_reverse_num4,116.766
THYMtex_reverse_num1,121.1044
THYMtex_reverse_num2,116.766
THYMtex_reverse_num3,41.2198
THYMtex_reverse_num4,117.9999
POR5_reverse_num1,148.5614
POR5_reverse_num2,148.5246
HACD8_reverse_num1,159.1878
HACD8_reverse_num2,77.0722
CTECOAI8_reverse,159.1878
CTECOAI6_reverse,159.1878
MINCYCtex_reverse_num1,117.9999
MINCYCtex_reverse_num2,41.2198
MINCYCtex_reverse_num3,116.766
MINCYCtex_reverse_num4,121.1044
DOXRBCNtex_reverse_num1,41.2198
DOXRBCNtex_reverse_num2,117.9999
DOXRBCNtex_reverse_num3,121.1044
DOXRBCNtex_reverse_num4,116.766
REPHACCOAI_reverse,28.4046
DHNPTE_reverse,108.9562
CMtex_reverse_num1,41.2198
CMtex_reverse_num2,121.1044
CMtex_reverse_num3,117.9999
CMtex_reverse_num4,116.766
LALALGLUtex_reverse_num1,117.9999
LALALGLUtex_reverse_num2,41.2198
LALALGLUtex_reverse_num3,116.766
LALALGLUtex_reverse_num4,121.1044
5MTRtex_reverse_num1,121.1044
5MTRtex_reverse_num2,41.2198
5MTRtex_reverse_num3,117.9999
5MTRtex_reverse_num4,116.766
LALADGLUtex_reverse_num1,116.766
LALADGLUtex_reverse_num2,121.1044
LALADGLUtex_reverse_num3,41.2198
LALADGLUtex_reverse_num4,117.9999
3HPPtex_reverse_num1,121.1044
3HPPtex_reverse_num2,41.2198
3HPPtex_reverse_num3,117.9999
3HPPtex_reverse_num4,116.766
FUSAtex_reverse_num1,41.2198
FUSAtex_reverse_num2,121.1044
FUSAtex_reverse_num3,117.9999
FUSAtex_reverse_num4,116.766
QUIN2tex_reverse_num1,116.766
QUIN2tex_reverse_num2,121.1044
QUIN2tex_reverse_num3,41.2198
QUIN2tex_reverse_num4,117.9999
FORCT_reverse,91.6564
HADPCOADH3_reverse,51.7326
ACACT8r_reverse_num1,46.5305
ACACT8r_reverse_num2,81.7524
CTECOAI7_reverse,159.1878
SELtex_reverse_num1,121.1044
SELtex_reverse_num2,41.2198
SELtex_reverse_num3,117.9999
SELtex_reverse_num4,116.766
MEOHtex_reverse_num1,121.1044
MEOHtex_reverse_num2,117.9999
MEOHtex_reverse_num3,41.2198
MEOHtex_reverse_num4,116.766
TTRCYCtex_reverse_num1,41.2198
TTRCYCtex_reverse_num2,117.9999
TTRCYCtex_reverse_num3,116.766
TTRCYCtex_reverse_num4,121.1044
DHACOAH_reverse,27.2374
SLNTtex_reverse_num1,121.1044
SLNTtex_reverse_num2,41.2198
SLNTtex_reverse_num3,117.9999
SLNTtex_reverse_num4,116.766
ALDD19xr_reverse,214.7965
VPAMTr_reverse,46.7112
TARTRDtex_reverse_num1,116.766
TARTRDtex_reverse_num2,41.2198
TARTRDtex_reverse_num3,121.1044
TARTRDtex_reverse_num4,117.9999
BTNtex_reverse_num1,116.766
BTNtex_reverse_num2,121.1044
BTNtex_reverse_num3,41.2198
BTNtex_reverse_num4,117.9999
PYDXtex_reverse_num1,41.2198
PYDXtex_reverse_num2,121.1044
PYDXtex_reverse_num3,117.9999
PYDXtex_reverse_num4,116.766
SUCASPtpp_reverse_num1,47.9353
SUCASPtpp_reverse_num2,45.7507
SUCASPtpp_reverse_num3,48.4122
SUCMALtpp_reverse_num1,47.9353
SUCMALtpp_reverse_num2,45.7507
SUCMALtpp_reverse_num3,48.4122
PYDXNtex_reverse_num1,41.2198
PYDXNtex_reverse_num2,121.1044
PYDXNtex_reverse_num3,117.9999
PYDXNtex_reverse_num4,116.766
PYDAMtex_reverse_num1,41.2198
PYDAMtex_reverse_num2,121.1044
PYDAMtex_reverse_num3,117.9999
PYDAMtex_reverse_num4,116.766
13PPDH2_reverse,84.194
SUCTARTtpp_reverse,47.9353
CHTBStex_reverse_num1,116.766
CHTBStex_reverse_num2,117.9999
CHTBStex_reverse_num3,121.1044
CHTBStex_reverse_num4,41.2198
CHTBStex_reverse_num5,52.7803
GHBDHx_reverse,124.6326
APPLDHr_reverse,309.6976
DHNPA2r_reverse,108.9562
CRNDtex_reverse_num1,116.766
CRNDtex_reverse_num2,41.2198
CRNDtex_reverse_num3,121.1044
CRNDtex_reverse_num4,117.9999
NADHXE_reverse,54.6503
NADPHXE_reverse,54.6503
DXYLTD_reverse_num1,69.3992
DXYLTD_reverse_num2,70.0168
2DDARAA_reverse_num1,32.7217
2DDARAA_reverse_num2,130.1216
DXYLONtex_reverse_num1,117.9999
DXYLONtex_reverse_num2,41.2198
DXYLONtex_reverse_num3,121.1044
PSURItex_reverse_num1,121.1044
PSURItex_reverse_num2,117.9999
PSURItex_reverse_num3,41.2198
PSURItex_reverse_num4,116.766
DHPStex_reverse,27.2003
FMNtex_reverse_num1,121.1044
FMNtex_reverse_num2,117.9999
FMNtex_reverse_num3,116.766
FMNtex_reverse_num4,41.2198
CLBtex_reverse_num1,117.9999
CLBtex_reverse_num2,116.766
CLBtex_reverse_num3,41.2198
CLBtex_reverse_num4,121.1044
ACOXT_reverse,83.3415
4ABZGLUH_reverse,197.5637
4ABZGLUtr_reverse,54.8859
PCNO_reverse,69.4475
5DKGR_reverse_num1,27.07
5DKGR_reverse_num2,27.5627
GLYtpp_reverse,119.12
FADtex_reverse_num1,41.2198
FADtex_reverse_num2,116.766
FADtex_reverse_num3,121.1044
FADtex_reverse_num4,117.9999
LKDRA_reverse,173.4961
METNA_reverse,38.4954
2DGLCtex_reverse_num1,121.1044
2DGLCtex_reverse_num2,41.2198
2DGLCtex_reverse_num3,116.766
2DGLCtex_reverse_num4,117.9999
PUACGAMS_reverse,66.8476
SQtex_reverse,27.2003
URATEtex_reverse_num1,117.9999
URATEtex_reverse_num2,121.1044
URATEtex_reverse_num3,116.766
URATEtex_reverse_num4,41.2198
ARHGDx_reverse,176.7031
INOSTO_reverse,61.1644
Ftex_reverse_num1,121.1044
Ftex_reverse_num2,116.766
Ftex_reverse_num3,117.9999
Ftex_reverse_num4,41.2198
CYSItex_reverse_num1,41.2198
CYSItex_reverse_num2,117.9999
CYSItex_reverse_num3,116.766
CYSItex_reverse_num4,121.1044
CS1tex_reverse_num1,116.766
CS1tex_reverse_num2,117.9999
CS1tex_reverse_num3,121.1044
CS1tex_reverse_num4,41.2198
MEPNtex_reverse_num1,121.1044
MEPNtex_reverse_num2,117.9999
MEPNtex_reverse_num3,116.766
MEPNtex_reverse_num4,41.2198
UDPGPT_reverse,52.4085
4ABZGLUtex_reverse_num1,121.1044
4ABZGLUtex_reverse_num2,116.766
4ABZGLUtex_reverse_num3,41.2198
4ABZGLUtex_reverse_num4,117.9999
4HTHRA_reverse,145.9788
METGLCURtex_reverse_num1,121.1044
METGLCURtex_reverse_num2,41.2198
METGLCURtex_reverse_num3,116.766
METGLCURtex_reverse_num4,117.9999
AI2tex_reverse_num1,116.766
AI2tex_reverse_num2,121.1044
AI2tex_reverse_num3,117.9999
AI2tex_reverse_num4,41.2198
RHMND_reverse,353.8117
ASPtpp_reverse,59.429
FUMt1pp_reverse,59.429
SUCCt1pp_reverse,59.429
